Crop,Country,District,Year,Month,Rainfall_mm,Temperature_C,Fertilizer,N,P,K,Yield_t_per_ha
Cinnamon,Sri Lanka,Kalutara,2024,2,138.38,26.14,74.46,65.6,21.21,24.46,0.69
Rice,Sri Lanka,Trincomalee,2019,6,225.41,29.9,78.14,62.21,18.0,15.86,4.25
Rubber,Sri Lanka,Kalutara,2019,2,167.94,29.02,81.78,67.29,23.59,20.37,1.78
Sugarcane,Sri Lanka,Polonnaruwa,2017,3,42.51,31.45,80.31,61.88,23.89,15.0,78.02
Tea,Sri Lanka,Ratnapura,2019,4,167.81,27.7,78.96,61.15,21.56,16.06,2.11
Sugarcane,Sri Lanka,Anuradhapura,2022,1,64.43,24.98,73.16,65.41,18.0,18.85,73.25
Sugarcane,Sri Lanka,Polonnaruwa,2018,1,102.33,25.99,84.42,66.04,29.91,15.0,72.22
Rubber,Sri Lanka,Matara,2016,7,184.61,32.34,82.98,63.94,21.4,25.78,1.73
Cinnamon,Sri Lanka,Kalutara,2015,6,233.65,26.5,79.92,69.74,28.27,19.99,0.51
Rubber,Sri Lanka,Kegalle,2024,10,150.39,25.58,81.25,64.91,28.56,15.0,1.63
Cinnamon,Sri Lanka,Matara,2015,2,129.65,26.64,71.45,56.51,18.36,15.0,0.5
Tea,Sri Lanka,Badulla,2016,9,181.96,18.25,74.33,54.36,19.61,17.38,2.19
Rice,Sri Lanka,Kurunegala,2021,10,198.55,34.19,72.86,48.32,20.43,15.0,3.83
Cinnamon,Sri Lanka,Matara,2024,4,140.13,27.29,76.21,68.44,25.43,18.96,0.5
Rubber,Sri Lanka,Ratnapura,2024,5,169.12,25.35,80.81,72.33,22.94,22.78,1.49
Rice,Sri Lanka,Anuradhapura,2023,1,86.72,25.5,77.1,59.69,30.35,15.0,4.52
Rubber,Sri Lanka,Kalutara,2020,9,143.48,30.02,75.87,55.33,27.88,16.29,1.65
Rice,Sri Lanka,Kurunegala,2025,7,183.62,25.5,87.06,73.68,18.0,27.06,4.99
Rice,Sri Lanka,Jaffna,2024,3,77.72,26.94,74.28,62.03,25.39,19.01,4.17
Tea,Sri Lanka,Kandy,2016,5,242.4,23.59,82.12,59.47,30.26,23.24,2.56
Rice,Sri Lanka,Jaffna,2020,1,117.8,23.28,78.94,65.61,23.69,18.59,4.23
Rice,Sri Lanka,Polonnaruwa,2025,3,80.73,29.65,75.75,64.67,25.78,16.5,4.48
Rice,Sri Lanka,Kurunegala,2025,6,242.34,31.47,74.23,51.7,23.63,17.38,4.34
Sugarcane,Sri Lanka,Kurunegala,2024,4,76.79,30.53,68.89,63.56,24.69,18.5,73.11
Cinnamon,Sri Lanka,Matara,2023,6,175.86,27.68,81.15,73.0,26.57,16.54,0.55
Tea,Sri Lanka,Ratnapura,2025,1,194.24,23.78,78.5,64.15,25.02,21.82,2.49
Sugarcane,Sri Lanka,Anuradhapura,2015,5,122.65,35.6,75.38,65.88,26.14,19.62,75.43
Rubber,Sri Lanka,Galle,2020,7,199.01,27.48,70.16,46.91,19.23,18.92,1.65
Rice,Sri Lanka,Jaffna,2015,7,178.01,31.75,85.53,64.94,20.35,22.17,4.66
Rubber,Sri Lanka,Matara,2023,5,180.57,31.06,88.01,80.91,23.59,22.17,1.55
Cinnamon,Sri Lanka,Kalutara,2018,12,137.8,25.81,83.9,61.68,25.02,20.41,0.8
Tea,Sri Lanka,Ratnapura,2021,12,251.06,18.13,78.62,64.52,18.89,23.57,2.34
Cinnamon,Sri Lanka,Kalutara,2015,1,151.24,23.27,77.41,61.6,21.36,15.0,0.5
Sugarcane,Sri Lanka,Anuradhapura,2025,4,120.98,30.5,75.82,68.17,21.56,20.81,76.11
Sugarcane,Sri Lanka,Anuradhapura,2024,3,67.92,31.05,74.13,59.83,18.42,17.21,76.9
Rubber,Sri Lanka,Galle,2019,2,130.04,32.07,71.84,58.11,18.22,15.0,1.65
Sugarcane,Sri Lanka,Polonnaruwa,2018,11,79.32,28.39,65.52,46.95,18.51,19.31,68.64
Cinnamon,Sri Lanka,Kalutara,2023,4,165.77,31.25,84.7,70.14,32.0,20.79,0.78
Rice,Sri Lanka,Batticaloa,2024,12,127.06,23.86,80.51,76.89,18.66,15.0,4.47
Sugarcane,Sri Lanka,Anuradhapura,2022,2,89.69,27.27,77.84,64.22,18.0,23.5,83.13
Cinnamon,Sri Lanka,Kalutara,2019,6,180.49,31.07,85.18,71.58,20.29,28.0,0.6
Cinnamon,Sri Lanka,Matara,2021,3,131.18,23.03,80.57,65.89,23.62,23.39,0.48
Sugarcane,Sri Lanka,Polonnaruwa,2017,10,109.26,32.11,67.88,56.94,21.51,16.3,72.56
Rubber,Sri Lanka,Ratnapura,2017,6,227.56,32.54,71.26,51.25,24.32,15.0,1.58
Sugarcane,Sri Lanka,Kurunegala,2015,1,92.7,26.41,79.57,55.55,25.84,18.37,69.95
Rubber,Sri Lanka,Matara,2024,12,164.28,22.97,80.26,67.08,24.81,22.11,1.59
Rubber,Sri Lanka,Matara,2023,11,208.2,29.67,74.39,62.11,22.9,22.19,1.6
Rice,Sri Lanka,Polonnaruwa,2023,9,124.57,30.41,76.67,64.75,30.15,15.0,4.19
Rice,Sri Lanka,Trincomalee,2024,12,126.86,27.83,85.78,70.32,27.44,23.33,3.96
Rice,Sri Lanka,Batticaloa,2016,10,141.29,26.37,78.56,52.64,24.2,17.29,5.24
Cinnamon,Sri Lanka,Galle,2015,9,186.0,26.12,81.01,64.7,27.34,19.66,0.7
Cinnamon,Sri Lanka,Kalutara,2019,10,199.33,29.7,82.41,65.14,31.04,15.0,0.59
Tea,Sri Lanka,Nuwara Eliya,2023,5,181.28,22.56,74.45,64.6,24.15,21.95,2.68
Tea,Sri Lanka,Matara,2024,12,197.64,18.61,79.96,82.46,26.33,18.93,1.98
Cinnamon,Sri Lanka,Matara,2024,8,192.18,23.57,77.51,69.78,23.72,21.0,0.54
Sugarcane,Sri Lanka,Anuradhapura,2024,10,103.67,27.59,82.24,70.73,24.49,21.9,76.95
Tea,Sri Lanka,Matara,2022,10,195.87,20.28,76.6,61.76,21.35,21.85,2.28
Cinnamon,Sri Lanka,Kalutara,2016,5,177.52,28.83,79.62,55.73,19.87,15.0,0.71
Tea,Sri Lanka,Ratnapura,2017,11,137.72,20.58,76.63,45.0,23.28,23.6,1.96
Cinnamon,Sri Lanka,Matara,2024,3,86.25,29.22,73.37,63.31,18.98,17.54,0.63
Cinnamon,Sri Lanka,Matara,2023,7,167.97,25.63,71.51,52.17,24.94,17.05,0.63
Rice,Sri Lanka,Kurunegala,2017,2,80.78,30.54,76.64,56.54,25.78,17.29,4.96
Rice,Sri Lanka,Jaffna,2024,5,228.2,33.85,79.47,65.82,21.01,15.0,4.31
Rubber,Sri Lanka,Matara,2017,1,185.19,31.64,75.03,62.62,18.0,23.87,1.48
Tea,Sri Lanka,Ratnapura,2021,11,140.58,18.0,82.17,69.17,23.21,20.14,2.46
Cinnamon,Sri Lanka,Galle,2020,9,162.4,26.6,80.42,65.63,23.28,19.56,0.64
Sugarcane,Sri Lanka,Polonnaruwa,2020,5,113.46,28.46,74.1,65.69,19.78,21.6,79.8
Tea,Sri Lanka,Matara,2017,1,171.68,19.66,82.7,61.72,24.14,26.35,2.36
Tea,Sri Lanka,Ratnapura,2024,4,191.56,20.29,77.23,63.65,29.46,16.71,1.94
Rice,Sri Lanka,Kurunegala,2021,6,183.26,28.57,83.91,53.84,24.55,19.44,4.29
Rice,Sri Lanka,Kurunegala,2025,5,164.62,26.83,81.79,63.64,23.08,17.52,4.6
Rubber,Sri Lanka,Matara,2023,7,219.72,28.2,70.19,61.28,22.8,15.0,1.57
Sugarcane,Sri Lanka,Kurunegala,2020,12,76.35,31.48,74.86,66.77,18.0,15.0,72.23
Sugarcane,Sri Lanka,Kurunegala,2016,10,129.61,32.54,72.4,63.85,19.53,17.27,83.07
Tea,Sri Lanka,Ratnapura,2020,6,193.3,27.54,82.59,66.08,19.47,27.5,2.17
Rubber,Sri Lanka,Kalutara,2017,6,216.81,34.69,85.98,70.47,25.79,20.47,1.7
Rubber,Sri Lanka,Kalutara,2021,10,166.02,27.79,81.7,71.5,21.13,23.63,1.46
Cinnamon,Sri Lanka,Kalutara,2018,8,172.42,25.36,79.48,67.26,22.95,21.85,0.74
Rice,Sri Lanka,Batticaloa,2024,8,300.5,26.48,77.17,68.56,18.09,18.8,4.41
Sugarcane,Sri Lanka,Kurunegala,2016,11,76.02,31.13,88.0,72.95,21.01,20.41,85.31
Tea,Sri Lanka,Badulla,2024,12,195.89,21.29,72.04,52.63,20.88,19.5,1.81
Cinnamon,Sri Lanka,Galle,2016,2,141.77,24.41,81.89,68.54,29.31,22.56,0.59
Sugarcane,Sri Lanka,Polonnaruwa,2025,5,94.35,30.56,77.3,62.31,21.8,20.78,82.9
Rice,Sri Lanka,Jaffna,2017,12,121.56,25.07,82.66,61.55,28.11,25.78,4.11
Rubber,Sri Lanka,Ratnapura,2017,8,227.7,30.75,80.68,69.45,19.37,15.0,1.63
Tea,Sri Lanka,Nuwara Eliya,2025,3,139.11,18.25,79.64,60.35,26.63,28.0,2.39
Cinnamon,Sri Lanka,Galle,2015,6,222.37,31.37,82.72,68.84,19.26,20.56,0.66
Sugarcane,Sri Lanka,Kurunegala,2022,8,110.9,28.76,77.13,66.65,23.12,20.12,68.77
Rubber,Sri Lanka,Ratnapura,2016,9,156.86,32.76,74.52,57.87,19.14,15.34,1.56
Tea,Sri Lanka,Kandy,2017,2,209.96,20.24,79.67,73.03,25.59,19.57,2.58
Rice,Sri Lanka,Anuradhapura,2024,8,224.45,29.57,68.47,62.5,22.13,16.88,4.22
Tea,Sri Lanka,Ratnapura,2024,1,231.05,16.71,84.06,70.14,26.04,19.22,2.25
Rubber,Sri Lanka,Kalutara,2020,10,196.95,25.81,60.98,57.09,18.0,15.0,1.56
Rubber,Sri Lanka,Kegalle,2022,3,158.48,24.95,79.74,67.11,28.06,23.02,1.6
Sugarcane,Sri Lanka,Kurunegala,2019,12,73.45,26.99,72.06,52.16,20.28,15.0,73.7
Tea,Sri Lanka,Ratnapura,2020,4,159.62,20.14,82.89,65.29,28.45,25.72,2.23
Sugarcane,Sri Lanka,Anuradhapura,2023,5,117.01,34.0,79.38,61.57,22.16,18.53,71.15
Cinnamon,Sri Lanka,Matara,2018,1,132.16,25.97,69.53,51.96,22.34,19.19,0.74
Cinnamon,Sri Lanka,Kalutara,2020,1,152.32,25.85,75.12,64.21,21.78,18.28,0.74
Rubber,Sri Lanka,Ratnapura,2025,11,222.59,29.62,75.04,57.64,25.52,16.72,1.48
Rubber,Sri Lanka,Ratnapura,2016,6,193.74,28.28,80.89,74.44,18.03,24.17,1.62
Rice,Sri Lanka,Jaffna,2023,1,107.77,26.68,73.8,60.34,20.84,19.65,4.76
Cinnamon,Sri Lanka,Galle,2022,8,176.38,25.27,80.85,59.0,18.0,18.8,0.86
Cinnamon,Sri Lanka,Matara,2023,3,117.3,31.05,77.9,57.96,18.0,16.77,0.57
Tea,Sri Lanka,Matara,2017,12,177.24,19.1,79.89,62.65,18.0,17.99,1.98
Cinnamon,Sri Lanka,Kalutara,2017,3,122.17,25.52,82.17,56.87,26.18,19.4,0.55
Tea,Sri Lanka,Nuwara Eliya,2021,11,200.95,22.24,80.44,63.83,25.17,15.62,1.92
Rice,Sri Lanka,Anuradhapura,2019,3,102.93,25.54,75.07,66.02,18.0,19.3,5.11
Sugarcane,Sri Lanka,Anuradhapura,2016,2,71.76,31.89,71.39,66.28,24.07,25.85,63.58
Rubber,Sri Lanka,Ratnapura,2025,5,166.14,29.57,85.69,69.51,25.25,19.61,1.51
Sugarcane,Sri Lanka,Polonnaruwa,2025,8,139.97,33.18,77.22,47.92,18.0,26.52,77.37
Rubber,Sri Lanka,Galle,2025,11,157.5,30.97,75.0,55.59,22.29,21.9,1.47
Rubber,Sri Lanka,Matara,2023,4,162.07,30.6,76.58,70.68,24.18,19.45,1.63
Rice,Sri Lanka,Kurunegala,2018,5,156.28,27.39,65.56,59.15,20.78,15.0,4.02
Tea,Sri Lanka,Ratnapura,2024,4,158.94,27.21,82.01,72.95,27.82,21.47,1.97
Rice,Sri Lanka,Trincomalee,2025,7,220.64,27.24,82.44,75.17,27.95,19.72,4.56
Sugarcane,Sri Lanka,Anuradhapura,2015,4,137.67,33.43,73.0,57.7,20.11,22.21,73.79
Rubber,Sri Lanka,Kalutara,2022,10,172.16,31.5,71.75,57.99,18.0,16.88,1.41
Sugarcane,Sri Lanka,Anuradhapura,2016,12,104.91,33.86,90.95,73.06,32.0,27.47,73.02
Tea,Sri Lanka,Badulla,2024,1,173.46,17.15,83.37,55.46,27.47,20.97,2.73
Tea,Sri Lanka,Ratnapura,2020,12,208.85,18.96,80.17,66.07,23.49,25.34,1.89
Rice,Sri Lanka,Polonnaruwa,2024,9,162.94,28.37,75.25,60.95,26.23,16.08,4.43
Rubber,Sri Lanka,Ratnapura,2015,11,157.98,27.28,81.18,68.68,25.17,25.52,1.56
Rice,Sri Lanka,Kurunegala,2015,3,110.35,26.37,74.67,49.63,24.85,15.0,3.97
Tea,Sri Lanka,Badulla,2023,3,131.28,21.08,76.79,69.4,18.0,19.75,2.27
Tea,Sri Lanka,Kandy,2019,4,223.51,24.18,79.66,55.25,23.16,21.49,1.74
Sugarcane,Sri Lanka,Kurunegala,2021,6,133.9,32.57,73.29,58.25,26.35,21.68,77.77
Cinnamon,Sri Lanka,Matara,2021,9,156.53,25.45,73.19,68.7,24.27,21.02,0.54
Rubber,Sri Lanka,Kalutara,2018,6,222.97,30.78,79.54,64.01,18.58,18.47,1.53
Cinnamon,Sri Lanka,Galle,2024,11,178.06,29.26,80.83,66.5,32.0,16.92,0.69
Sugarcane,Sri Lanka,Kurunegala,2015,9,80.48,34.43,85.36,62.94,24.71,28.0,72.79
Rubber,Sri Lanka,Galle,2015,12,144.36,32.43,82.75,68.33,23.17,25.09,1.54
Tea,Sri Lanka,Kandy,2025,8,222.12,27.04,78.65,65.71,19.18,15.0,2.45
Rice,Sri Lanka,Kurunegala,2019,4,191.54,27.37,78.05,65.95,18.0,18.06,3.76
Rice,Sri Lanka,Batticaloa,2024,11,101.3,27.45,85.33,65.91,31.7,17.87,3.98
Rice,Sri Lanka,Batticaloa,2015,10,141.39,32.67,80.43,65.28,31.02,24.17,4.41
Tea,Sri Lanka,Badulla,2017,4,250.88,23.11,73.04,55.22,22.94,19.93,2.41
Sugarcane,Sri Lanka,Kurunegala,2019,11,101.18,30.07,81.08,65.24,30.37,19.21,70.66
Rice,Sri Lanka,Anuradhapura,2017,8,255.98,26.3,83.43,73.79,25.03,15.45,4.96
Rubber,Sri Lanka,Kalutara,2016,2,136.11,28.4,70.95,59.08,21.51,17.46,1.5
Rice,Sri Lanka,Trincomalee,2019,5,207.24,30.52,74.0,51.71,24.14,23.05,4.58
Rice,Sri Lanka,Trincomalee,2016,12,92.57,22.1,78.31,65.74,27.26,15.0,4.42
Rubber,Sri Lanka,Galle,2017,1,178.0,29.33,86.37,63.34,23.38,15.0,1.5
Rubber,Sri Lanka,Matara,2025,1,174.32,22.8,75.35,66.58,19.95,15.0,1.74
Rubber,Sri Lanka,Matara,2019,12,159.7,26.78,75.53,55.14,18.97,19.54,1.6
Rubber,Sri Lanka,Kegalle,2017,1,187.01,24.98,80.62,61.87,22.49,20.21,1.54
Tea,Sri Lanka,Nuwara Eliya,2016,9,191.85,17.28,76.45,79.1,18.0,17.02,2.02
Rice,Sri Lanka,Trincomalee,2017,3,113.34,31.42,83.27,61.8,25.48,27.26,4.39
Cinnamon,Sri Lanka,Matara,2017,7,224.22,27.85,71.58,49.52,22.25,23.97,0.79
Rice,Sri Lanka,Batticaloa,2020,7,249.85,31.1,77.31,74.21,27.6,18.94,4.28
Sugarcane,Sri Lanka,Kurunegala,2019,8,140.5,31.86,81.72,64.18,19.86,23.3,78.65
Tea,Sri Lanka,Ratnapura,2024,12,180.58,18.17,73.19,59.79,18.0,24.24,1.99
Sugarcane,Sri Lanka,Anuradhapura,2015,8,145.13,32.8,82.73,69.38,27.38,27.03,78.19
Tea,Sri Lanka,Ratnapura,2025,3,135.28,18.53,69.9,57.83,24.1,20.26,2.19
Rice,Sri Lanka,Anuradhapura,2021,2,97.25,27.58,81.81,70.85,19.94,15.98,4.35
Sugarcane,Sri Lanka,Anuradhapura,2025,8,113.25,34.06,75.31,59.37,23.56,24.51,71.32
Tea,Sri Lanka,Kandy,2025,4,150.05,24.43,64.19,52.37,22.05,15.98,2.48
Sugarcane,Sri Lanka,Kurunegala,2022,11,65.98,29.35,89.47,70.5,21.28,22.46,75.33
Cinnamon,Sri Lanka,Matara,2021,8,234.07,27.53,78.95,71.84,25.2,20.16,0.59
Sugarcane,Sri Lanka,Kurunegala,2019,11,94.05,25.96,85.31,61.04,32.0,21.68,74.17
Sugarcane,Sri Lanka,Anuradhapura,2021,3,48.24,27.53,83.97,66.68,22.38,24.63,75.33
Cinnamon,Sri Lanka,Matara,2018,2,135.39,25.08,83.3,75.49,23.9,23.21,0.61
Rubber,Sri Lanka,Ratnapura,2020,10,158.06,30.84,80.66,66.3,25.73,18.71,1.62
Sugarcane,Sri Lanka,Polonnaruwa,2019,12,84.48,30.19,83.1,75.4,23.0,18.14,72.1
Rice,Sri Lanka,Batticaloa,2022,3,81.71,28.74,67.93,45.0,18.0,15.0,5.13
Rubber,Sri Lanka,Kalutara,2016,9,208.38,35.28,71.34,51.23,18.15,24.76,1.68
Cinnamon,Sri Lanka,Kalutara,2022,11,174.07,28.73,76.84,66.97,24.1,15.0,0.63
Cinnamon,Sri Lanka,Matara,2023,2,126.35,23.09,69.61,60.94,19.61,16.87,0.71
Sugarcane,Sri Lanka,Anuradhapura,2022,6,155.62,33.1,79.73,72.46,26.06,17.82,76.91
Cinnamon,Sri Lanka,Matara,2021,9,197.58,27.51,78.76,49.25,20.33,20.15,0.64
Sugarcane,Sri Lanka,Polonnaruwa,2016,4,77.63,34.1,65.96,59.13,21.35,20.67,69.67
Sugarcane,Sri Lanka,Anuradhapura,2024,1,115.87,29.74,78.14,54.88,23.2,18.21,71.96
Rice,Sri Lanka,Jaffna,2021,4,176.44,27.36,82.19,62.76,23.13,15.5,5.09
Rubber,Sri Lanka,Kalutara,2024,12,189.37,29.97,72.74,54.93,25.66,17.83,1.58
Rubber,Sri Lanka,Galle,2023,3,177.24,30.17,72.67,66.3,21.26,15.0,1.47
Tea,Sri Lanka,Matara,2020,3,161.42,20.75,75.39,47.47,19.09,15.0,2.33
Cinnamon,Sri Lanka,Kalutara,2017,3,118.46,25.63,82.43,62.44,23.29,25.53,0.69
Cinnamon,Sri Lanka,Matara,2024,7,229.36,24.43,76.35,57.47,18.0,22.6,0.79
Rubber,Sri Lanka,Galle,2019,5,219.93,32.97,80.57,69.99,27.01,24.44,1.72
Rubber,Sri Lanka,Kegalle,2021,3,160.91,30.89,75.58,63.29,32.0,18.91,1.43
Tea,Sri Lanka,Badulla,2024,3,133.63,19.46,84.62,68.57,28.52,20.42,2.21
Cinnamon,Sri Lanka,Matara,2020,2,116.04,25.01,82.48,63.28,20.82,17.73,0.55
Tea,Sri Lanka,Nuwara Eliya,2021,2,174.71,18.37,79.77,67.59,25.31,16.23,2.52
Rice,Sri Lanka,Trincomalee,2019,8,256.38,31.86,71.77,56.66,23.56,18.2,4.02
Tea,Sri Lanka,Nuwara Eliya,2019,8,227.33,19.23,77.59,73.34,23.67,25.82,2.3
Tea,Sri Lanka,Badulla,2024,9,208.45,27.28,76.26,57.88,21.65,17.73,2.33
Cinnamon,Sri Lanka,Kalutara,2022,2,132.8,28.66,78.91,59.27,30.4,19.4,0.7
Tea,Sri Lanka,Matara,2025,8,272.98,25.46,83.83,68.78,31.4,21.34,2.48
Rice,Sri Lanka,Kurunegala,2022,3,76.87,32.08,81.14,65.66,26.76,23.4,4.16
Rice,Sri Lanka,Polonnaruwa,2019,11,105.34,29.64,79.25,55.9,22.77,23.89,4.86
Rice,Sri Lanka,Jaffna,2019,11,141.06,22.95,71.12,49.23,30.16,20.84,4.23
Cinnamon,Sri Lanka,Kalutara,2018,5,175.82,29.17,84.36,63.48,28.82,21.2,0.58
Rubber,Sri Lanka,Kegalle,2020,4,142.68,30.88,74.49,67.09,24.62,16.94,1.53
Sugarcane,Sri Lanka,Anuradhapura,2016,8,148.83,33.34,78.29,63.24,28.29,18.98,77.07
Sugarcane,Sri Lanka,Kurunegala,2015,10,95.85,34.58,84.61,60.96,24.81,21.62,69.8
Rubber,Sri Lanka,Kegalle,2015,4,188.14,27.85,80.09,67.53,28.26,21.37,1.48
Tea,Sri Lanka,Nuwara Eliya,2024,7,259.65,21.91,77.48,64.13,20.23,22.26,2.31
Sugarcane,Sri Lanka,Kurunegala,2016,4,99.26,30.93,87.52,69.87,26.38,22.84,70.91
Rice,Sri Lanka,Kurunegala,2022,3,87.91,25.79,82.69,75.53,18.0,15.0,5.3
Cinnamon,Sri Lanka,Matara,2025,1,172.92,27.38,76.18,52.99,19.39,15.1,0.55
Cinnamon,Sri Lanka,Galle,2018,3,116.75,27.26,81.62,64.5,23.42,15.0,0.68
Tea,Sri Lanka,Badulla,2018,1,156.79,18.81,75.69,71.4,27.08,23.96,2.27
Tea,Sri Lanka,Badulla,2021,6,246.18,25.37,82.69,69.03,21.99,24.91,1.9
Rice,Sri Lanka,Batticaloa,2021,1,124.45,27.58,72.22,48.83,22.56,22.59,4.63
Cinnamon,Sri Lanka,Matara,2017,9,142.82,28.09,76.27,59.68,21.14,24.55,0.68
Tea,Sri Lanka,Ratnapura,2020,9,200.43,22.85,75.95,67.09,22.04,18.28,2.11
Rice,Sri Lanka,Batticaloa,2018,6,256.03,30.72,75.08,58.28,21.18,16.63,4.16
Sugarcane,Sri Lanka,Kurunegala,2019,1,79.17,27.72,69.21,59.51,19.34,15.0,74.1
Cinnamon,Sri Lanka,Kalutara,2025,7,208.4,28.61,74.63,58.98,18.0,15.0,0.68
Rice,Sri Lanka,Anuradhapura,2016,2,114.82,24.28,73.57,61.35,30.12,15.0,3.92
Rice,Sri Lanka,Kurunegala,2018,7,160.34,32.56,80.82,69.77,22.19,15.0,4.83
Rice,Sri Lanka,Anuradhapura,2017,1,152.07,25.71,67.0,45.0,25.18,22.43,4.45
Tea,Sri Lanka,Ratnapura,2024,8,364.78,20.25,74.78,67.77,24.05,18.8,2.0
Sugarcane,Sri Lanka,Anuradhapura,2015,1,85.15,31.05,72.25,69.1,20.96,15.0,85.05
Tea,Sri Lanka,Nuwara Eliya,2018,12,218.0,19.05,84.38,74.44,24.09,16.07,2.06
Rubber,Sri Lanka,Kalutara,2019,10,127.25,33.96,75.83,60.1,21.55,16.35,1.74
Cinnamon,Sri Lanka,Galle,2021,5,169.21,23.41,73.8,55.16,19.37,16.86,0.43
Cinnamon,Sri Lanka,Matara,2019,5,138.08,25.74,75.56,61.35,25.05,21.13,0.76
Rice,Sri Lanka,Batticaloa,2023,11,126.54,29.92,83.79,65.88,22.06,24.95,5.03
Sugarcane,Sri Lanka,Anuradhapura,2020,6,146.23,34.27,76.75,69.41,18.78,16.4,79.8
Rubber,Sri Lanka,Kegalle,2016,5,216.42,26.92,72.82,57.75,20.79,22.5,1.7
Sugarcane,Sri Lanka,Polonnaruwa,2022,8,115.37,31.15,81.01,71.79,27.87,20.01,73.12
Sugarcane,Sri Lanka,Polonnaruwa,2023,2,79.86,25.93,82.84,80.17,22.08,20.98,79.32
Cinnamon,Sri Lanka,Matara,2018,3,117.01,22.61,78.51,49.75,26.1,20.07,0.69
Rice,Sri Lanka,Kurunegala,2018,5,207.46,28.77,76.11,62.3,25.29,18.21,4.11
Tea,Sri Lanka,Ratnapura,2015,7,243.32,17.43,77.83,53.82,21.17,15.0,2.53
Rubber,Sri Lanka,Kalutara,2024,10,199.1,26.16,80.26,63.5,22.33,21.95,1.59
Cinnamon,Sri Lanka,Galle,2020,3,113.91,24.31,84.91,64.96,25.36,20.4,0.6
Rubber,Sri Lanka,Galle,2015,6,199.83,31.67,76.45,59.2,28.13,19.17,1.64
Sugarcane,Sri Lanka,Kurunegala,2022,2,98.73,25.84,86.15,77.12,28.14,19.48,73.93
Sugarcane,Sri Lanka,Polonnaruwa,2021,11,72.84,30.64,74.56,48.62,22.93,21.03,71.01
Tea,Sri Lanka,Nuwara Eliya,2024,4,210.89,22.87,76.98,58.69,22.0,16.27,2.26
Sugarcane,Sri Lanka,Polonnaruwa,2019,9,90.67,27.92,79.23,53.11,19.02,16.35,66.45
Rubber,Sri Lanka,Matara,2016,11,193.12,27.06,78.47,62.91,19.35,19.07,1.56
Rubber,Sri Lanka,Kegalle,2024,11,175.02,25.17,78.1,65.88,22.21,28.0,1.54
Tea,Sri Lanka,Badulla,2022,11,178.25,22.22,77.44,65.77,23.93,19.78,2.36
Sugarcane,Sri Lanka,Anuradhapura,2019,9,119.03,32.28,79.99,64.05,27.83,17.97,67.24
Rice,Sri Lanka,Batticaloa,2022,2,100.95,30.04,79.76,66.72,18.0,22.16,3.64
Tea,Sri Lanka,Badulla,2015,11,258.12,22.87,78.12,59.88,21.53,18.29,2.21
Sugarcane,Sri Lanka,Kurunegala,2021,7,131.02,31.9,77.48,57.27,22.9,20.63,66.64
Sugarcane,Sri Lanka,Anuradhapura,2023,1,82.73,26.35,80.53,69.68,31.68,15.71,80.26
Rubber,Sri Lanka,Galle,2017,1,173.77,26.22,74.35,69.84,24.49,19.4,1.5
Sugarcane,Sri Lanka,Kurunegala,2021,3,57.86,31.7,76.08,51.65,22.57,20.66,66.89
Tea,Sri Lanka,Nuwara Eliya,2017,2,136.59,15.76,72.32,60.2,19.82,15.0,2.35
Tea,Sri Lanka,Matara,2015,5,287.23,27.37,75.04,71.81,20.81,19.51,2.33
Cinnamon,Sri Lanka,Kalutara,2017,10,154.79,26.16,71.66,52.89,19.07,15.18,0.65
Rice,Sri Lanka,Anuradhapura,2019,2,102.24,23.87,81.03,65.28,20.68,22.61,4.74
Tea,Sri Lanka,Badulla,2019,7,207.36,20.1,65.84,58.41,21.47,15.54,2.38
Rubber,Sri Lanka,Kalutara,2023,9,212.32,26.99,77.45,61.55,25.23,17.07,1.58
Rice,Sri Lanka,Polonnaruwa,2018,6,249.46,27.8,77.9,57.1,19.17,22.73,4.61
Cinnamon,Sri Lanka,Kalutara,2015,11,168.85,26.8,82.58,49.55,18.0,15.0,0.79
Rice,Sri Lanka,Batticaloa,2017,2,133.24,26.82,75.91,68.47,25.85,23.06,3.88
Sugarcane,Sri Lanka,Polonnaruwa,2017,11,84.9,30.34,76.36,51.62,29.12,15.0,75.07
Rice,Sri Lanka,Jaffna,2016,5,159.72,23.69,84.28,75.14,18.0,18.7,4.23
Sugarcane,Sri Lanka,Polonnaruwa,2019,5,147.58,32.3,73.28,55.2,19.95,20.18,70.74
Rubber,Sri Lanka,Matara,2021,10,127.16,30.37,78.47,73.23,23.41,15.0,1.64
Sugarcane,Sri Lanka,Kurunegala,2019,6,122.03,35.34,82.62,60.91,29.4,27.17,71.11
Rice,Sri Lanka,Jaffna,2018,10,146.67,26.96,80.91,67.95,28.6,15.37,3.46
Rubber,Sri Lanka,Kegalle,2025,3,119.89,33.07,83.88,69.16,21.01,20.53,1.61
Tea,Sri Lanka,Matara,2023,5,204.81,21.93,80.23,63.51,21.05,24.49,2.28
Rice,Sri Lanka,Anuradhapura,2015,10,145.27,30.37,75.83,58.79,23.59,17.14,5.07
Rubber,Sri Lanka,Matara,2023,6,168.63,26.62,78.61,66.79,23.3,16.44,1.59
Rice,Sri Lanka,Polonnaruwa,2022,10,142.72,29.03,75.2,64.91,24.68,15.12,5.08
Rice,Sri Lanka,Trincomalee,2024,7,233.43,27.7,86.33,74.98,24.07,23.68,5.64
